ISE,Eff,Sett,Hinf_like,SpecAbs
0.08160911589059582,0.19962405381675244,1.58,0.34921317667595086,-1.2712514145934306
0.08436557833872599,0.2210982335044921,1.56,0.34763259086020537,-1.2452624738773586
0.07702236609017066,0.1639453258443903,1.52,0.3352467570010489,-1.3216844371003442
0.08400901975277414,0.22709119260657407,1.56,0.34775153146794063,-1.316965255055739
0.08258820411821197,0.17250182686254553,1.6500000000000001,0.33979473571927704,-1.4499052091152784
0.07998858275067593,0.19077529792650208,1.56,0.3378842667832175,-1.2695060466943646
0.08084640840272606,0.19256327662975445,1.56,0.3377950878134723,-1.3722463286854993
0.07890383108608812,0.16182258457765028,1.54,0.3358495253346571,-1.8883207387632763
0.08237512312647814,0.21643913102077406,1.56,0.34174420563030306,-1.5595457972965618
0.0834716079516531,0.2229555383942359,1.54,0.34735209868206335,-1.337156105828408
0.08049298669303298,0.15979924569485424,1.6500000000000001,0.33563520423422477,-1.886014672667701
0.08202191384941078,0.19582046336756914,1.56,0.34835411221187496,-1.2989247294501873
0.08248534723746877,0.20158729772539452,1.56,0.3460708703697685,-1.3493135823775009
0.08156776645414875,0.20913584119038275,1.56,0.346890065608674,-1.392373453471372
0.08325462814693366,0.2118385031704707,1.54,0.34101094412128674,-1.4937855924517758
0.08367472713632056,0.19146923025878337,1.58,0.33725126108737474,-1.6211371147357414
0.08237398920731977,0.21156514046754687,1.56,0.34649097998569794,-1.38950053052206
0.08078134348476092,0.19822159752617485,1.53,0.34125317792232573,-1.5873358455626874
0.08322997061023854,0.18617088851881078,1.6400000000000001,0.34959505021117543,-1.2777765975971924
0.08269827100775048,0.20562594372083745,1.57,0.3505107925342846,-1.2861759480648813
0.08197819349557098,0.21943837191857835,1.52,0.3407977479014298,-1.258799020213229
0.08407871454539363,0.18745756871138053,1.75,0.3463699497656024,-1.4311337731396867
0.08264515879226578,0.20476893859826284,1.58,0.3495729089658398,-1.2944677475261355
0.08175423766212292,0.1944265771918977,1.57,0.3369889418231977,-1.6794210934433185
0.08257630383058721,0.19299145613311502,1.59,0.3359272915969811,-1.571766239416008
0.08015765180193819,0.1850372699125881,1.58,0.34178855198977265,-1.2409150319549669
0.08018134747887222,0.1842102696324985,1.56,0.3476226377082807,-1.3706349852414368
0.08037146222255052,0.1533984062169253,1.68,0.33255897728910255,-1.6800960167258876
